Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HFKC;AFKC;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;IWH;IWD;IWA;PSH;PSD;PSA;WHH;WHD;WHA;VCH;VCD;VCA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA;PSCH;PSCD;PSCA
B1;22.12.2018;Royal Excel Mouscron;RSC Anderlecht;3;1;H;2;0;H;13;7;7;4;17;13;4;3;3;3;0;0;Nis.33;3.Aðu;Oca.75;4.Haz;3.Haz;1.Aðu;4.Þub;Mar.55;Oca.77;Nis.72;Mar.48;Oca.85;4.May;3.Haz;Oca.75;4.Þub;Mar.75;1.Aðu;34;Nis.72;Nis.39;3.Aðu;Mar.55;Oca.86;1.Aðu;32;Oca.81;Oca.74;Þub.19;2.Haz;19;0.75;Oca.86;1.Aðu;2.Oca;2.Mar;Nis.13;3.May;Oca.98
B1;22.12.2018;Sint-Truidense VV;KV Kortrijk;0;0;D;0;0;D;10;7;2;6;12;16;3;3;1;1;0;0;1.Eyl;3.Haz;Mar.75;Oca.91;3.Tem;3.Eyl;1.Eyl;Mar.55;Mar.65;Oca.98;Mar.67;Mar.81;Oca.91;3.Haz;3.Tem;Oca.95;3.Haz;3.Tem;35;2.Mar;Oca.94;3.Tem;Mar.57;3.Eyl;Mar.71;33;Oca.85;Oca.76;Þub.14;2.Þub;19;-0.5;2;Oca.94;Oca.95;Oca.88;Þub.16;Mar.79;Mar.28
B1;22.12.2018;Standard de Liège;KV Oostende;3;1;H;3;0;H;10;9;6;4;10;15;9;8;2;1;0;0;Oca.36;5;7.May;1.Nis;5;7.May;Oca.38;4.Aðu;6.Aðu;1.Nis;5.Kas;7.Tem;Oca.36;4.Aðu;8;Oca.36;5;8;35;Oca.44;Oca.38;5.Þub;Nis.92;8;7.Oca;32;1.Haz;Oca.57;Þub.51;Þub.34;21;-1.5;Þub.17;2.Aðu;Oca.81;Oca.76;Oca.37;May.45;Tem.66
B1;22.12.2018;Waasland-Beveren;Sporting Lokeren;2;1;H;1;0;H;8;6;5;4;15;16;5;5;1;1;0;0;2;3.Nis;Mar.75;2.Oca;3.Haz;3.Nis;2.Oca;3.Nis;3.Þub;Þub.19;Mar.55;Mar.34;2.Oca;3.Nis;3.Mar;2.Oca;3.May;3.Nis;34;2.Þub;2.Ara;3.Haz;Mar.46;Mar.75;Mar.29;32;Oca.88;Oca.81;2.Nis;Oca.98;18;-0.25;Oca.94;Oca.84;2.Aðu;2;Þub.31;Mar.49;Mar.19
B1;23.12.2018;Club Brugge KV;Royal Antwerp FC;5;1;H;2;0;H;8;6;6;2;;;3;2;1;5;0;0;Oca.61;4;5;Oca.67;4.Oca;Nis.75;1.Haz;4;4.Aðu;Oca.64;Nis.24;5.Tem;Oca.62;4;5;Oca.62;4;5;34;Oca.73;Oca.63;Nis.24;4.Haz;5.Tem;Nis.87;31;Oca.72;Oca.66;Þub.26;Þub.17;19;-1;Þub.14;2.Tem;Oca.82;Oca.77;Oca.65;Mar.88;May.81
B1;23.12.2018;KAS Eupen;KRC Genk;0;2;A;0;2;A;9;8;3;4;;;7;7;1;1;0;0;6.May;5;1.Nis;7;May.25;1.Nis;6.Nis;4.Tem;Oca.41;Haz.85;Nis.93;Oca.43;7;Nis.75;1.Nis;7;5;1.Nis;35;7;Haz.68;May.25;Nis.82;Oca.52;Oca.41;32;Oca.57;Oca.52;Þub.55;Þub.45;21;1.May;Oca.77;Oca.72;Þub.22;2.Ara;6.May;5.Þub;Oca.48
B1;23.12.2018;SV Zulte-Waregem;Sporting de Charleroi;3;1;H;2;1;H;15;9;5;7;16;19;5;3;1;1;0;0;Þub.45;3.May;2.Tem;2.May;3.May;Þub.75;Þub.45;3.Mar;Þub.65;2.Haz;3.Nis;2.Aðu;2.May;3.Mar;2.Tem;Þub.45;3.May;Þub.75;35;Þub.65;Þub.49;3.May;Mar.37;Þub.82;Þub.72;33;Oca.79;Oca.73;Þub.19;2.Tem;19;0;Oca.88;Oca.83;2.Tem;2;Þub.78;Mar.51;Þub.59
B1;26.12.2018;Royal Antwerp FC;Royal Excel Mouscron;2;1;H;1;0;H;8;9;8;3;17;10;6;5;4;4;0;0;1.May;Nis.33;6;1.May;4.Þub;6;Oca.53;4.May;5.Tem;Oca.54;4.Oca;Haz.46;1.May;4.Þub;6;Oca.53;4.Oca;6;36;Oca.57;Oca.53;Nis.35;4.Kas;6.May;May.94;33;Oca.86;Oca.79;2.Oca;2.Oca;21;-1;Oca.98;Oca.92;Oca.95;1.Eyl;1.Tem;Mar.63;May.73
B1;26.12.2018;KSV Cercle Brugge;KAS Eupen;0;1;A;0;1;A;7;8;4;2;30;19;1;0;4;3;0;0;Þub.25;3.May;3;Þub.25;3.May;Þub.95;Þub.25;3.Nis;2.Eyl;Þub.35;3.Haz;Þub.99;2.Mar;3.Nis;2.Eyl;Þub.38;3.May;2.Aðu;37;Þub.38;2.Mar;3.Tem;Mar.49;3.May;Þub.93;35;Oca.81;Oca.74;Þub.15;2.Haz;20;-0.25;2.Eyl;2.Þub;Oca.85;Oca.82;Þub.29;Mar.53;Mar.22
B1;26.12.2018;Sporting de Charleroi;Standard de Liège;0;1;A;0;1;A;14;6;4;4;13;21;2;9;6;7;0;0;Þub.62;3.Nis;Þub.54;2.Haz;3.Þub;Þub.65;2.Tem;Mar.15;Þub.55;Þub.85;Mar.13;Þub.74;2.Tem;3.Þub;2.Haz;2.Tem;3.Mar;2.Haz;37;Þub.85;Þub.71;3.Nis;Mar.18;Þub.75;Þub.64;34;Oca.96;1.Eyl;Oca.96;Oca.89;20;0;2.Oca;Oca.95;Oca.92;Oca.88;Þub.94;Mar.29;Þub.59
B1;26.12.2018;KRC Genk;KAA Gent;3;1;H;1;1;D;17;10;9;4;9;15;2;5;0;2;0;1;Oca.57;4;5.May;Oca.57;4;5.May;1.Haz;4;4.Eyl;Oca.61;Nis.26;May.28;Oca.57;4.Þub;5;1.Haz;4.Þub;5.Þub;37;Oca.65;1.Haz;Nis.35;Nis.13;5.May;5.Oca;33;Oca.65;1.Haz;Þub.41;Þub.29;23;-1;2.Tem;2.Oca;Oca.87;Oca.82;1.Haz;Nis.57;May.15
B1;26.12.2018;KV Kortrijk;SV Zulte-Waregem;4;2;H;0;1;A;11;10;8;6;14;21;6;6;3;2;0;0;2;3.Haz;3.May;2;3.Haz;3.Nis;2.May;Mar.55;Mar.25;2.Eyl;Mar.65;3.May;2;3.Haz;3.Nis;2;3.Aðu;3.Nis;37;2.Oca;2.Mar;3.Aðu;Mar.65;Mar.65;Mar.38;33;Oca.65;Oca.61;Þub.38;Þub.27;20;-0.5;2.Oca;2.Nis;Oca.87;1.Aðu;Þub.35;Mar.55;3.Eyl
B1;26.12.2018;KV Oostende;Sint-Truidense VV;1;1;D;1;1;D;10;3;5;3;19;9;3;4;3;4;0;0;2.Eyl;3.May;2.Mar;2.Aðu;3.May;Þub.35;2.Aðu;Mar.45;2.Mar;Þub.92;Mar.59;2.Nis;2.Aðu;3.May;Þub.35;2.Aðu;3.May;Þub.38;37;Þub.92;Þub.83;Mar.65;Mar.49;Þub.43;Þub.35;34;Oca.81;Oca.73;Þub.16;2.Aðu;20;0.25;Oca.83;Oca.79;2.Kas;2.May;Þub.78;Mar.71;Þub.49
B1;27.12.2018;RSC Anderlecht;Waasland-Beveren;3;0;H;1;0;H;15;7;7;5;14;11;2;3;2;2;0;0;Oca.33;5;8.May;Oca.33;5;Aðu.25;Oca.33;5;7.Tem;Oca.33;May.41;Aðu.58;Oca.33;5;8.May;Oca.33;5.Þub;8;35;Oca.38;Oca.34;5.Aðu;May.17;9;Aðu.13;32;Oca.55;Oca.49;Þub.62;Þub.53;22;-1.5;2.Haz;Oca.97;1.Eyl;Oca.85;Oca.42;Nis.74;Tem.93
B1;27.12.2018;Sporting Lokeren;Club Brugge KV;0;1;A;0;0;D;8;8;3;6;18;15;4;5;2;1;0;0;7;Nis.75;1.Nis;7;Nis.75;1.Nis;6.Haz;Nis.65;1.Nis;Haz.89;Nis.93;Oca.43;7.May;Nis.75;Oca.38;7.May;4.Aðu;1.Nis;36;7.Tem;Haz.89;5;Nis.79;Oca.45;Oca.41;33;1.Haz;Oca.55;2.May;Þub.39;21;1.May;Oca.77;Oca.72;Þub.25;Þub.14;Haz.94;Nis.73;Oca.46
B1;18.01.2019;Sint-Truidense VV;KRC Genk;2;3;A;1;1;D;7;11;5;8;19;25;2;5;1;4;0;0;6;4.May;Oca.45;6;Nis.75;1.May;5.Aðu;4.May;Oca.46;6.Kas;Nis.74;1.May;6;4.May;Oca.44;Haz.25;Nis.75;Oca.45;37;Haz.25;May.96;4.Aðu;Nis.61;Oca.53;Oca.48;33;Oca.57;Oca.53;Þub.56;Þub.44;23;1;Þub.16;2.Eyl;Oca.81;Oca.75;7.Þub;May.65;Oca.38
B1;19.01.2019;KAS Eupen;Sporting Lokeren;4;1;H;2;0;H;14;7;11;4;10;12;7;8;1;1;0;0;Oca.85;3.Aðu;3.Aðu;1.Eyl;Mar.75;3.Eyl;Oca.87;3.May;Mar.85;Oca.93;Mar.55;Nis.18;Oca.85;3.Nis;4.Þub;Oca.87;3.Haz;4;36;Oca.94;Oca.89;3.Aðu;Mar.53;4.Þub;Mar.97;34;Oca.94;Oca.85;2;Oca.93;20;-0.75;Þub.26;Þub.17;Oca.75;Oca.69;1.Eyl;Mar.79;4.Oca
B1;19.01.2019;Standard de Liège;KV Kortrijk;2;1;H;0;1;A;19;8;8;4;21;15;10;3;2;3;0;0;Oca.45;4.May;6.May;1.May;4.May;Haz.25;Oca.48;Nis.45;5.May;1.May;4.Eyl;May.63;Oca.44;4.Haz;6;1.May;4.Nis;6;36;Oca.54;Oca.49;4.Eyl;Nis.56;6.May;May.77;33;1.Haz;Oca.55;Þub.59;2.Nis;23;-1;Oca.86;1.Aðu;2.Oca;2.Mar;Oca.53;Nis.65;May.79
B1;19.01.2019;Waasland-Beveren;KSV Cercle Brugge;1;1;D;0;0;D;11;16;3;10;15;20;4;5;0;1;1;0;2.Nis;3.Nis;2.Aðu;2.Nis;3.May;2.Eyl;Þub.35;3.Mar;2.Aðu;Þub.46;Mar.49;2.Eyl;2.Nis;3.Nis;2.Aðu;2.May;3.Nis;Þub.75;35;2.May;Þub.42;3.May;3.Nis;2.Eyl;Þub.83;33;Oca.88;Oca.82;2.Mar;Oca.96;19;-0.25;2.Þub;2.Ara;1.Aðu;Oca.74;Þub.57;Mar.35;Þub.92
B1;19.01.2019;SV Zulte-Waregem;Royal Antwerp FC;1;2;A;0;1;A;11;7;3;7;15;23;10;4;0;3;0;0;Þub.62;3.Nis;2.Haz;2.Haz;3.May;2.Haz;2.May;3.Nis;2.Haz;Þub.63;Mar.53;Þub.67;Þub.55;3.Nis;2.Haz;Þub.55;3.May;Þub.63;34;Þub.66;Þub.58;Mar.55;Mar.44;2.Tem;Þub.62;33;Oca.78;Oca.72;Þub.16;2.Eyl;20;0;Oca.94;Oca.89;2.Oca;Oca.93;2.Haz;Mar.31;2.Eyl
B1;20.01.2019;Club Brugge KV;Sporting de Charleroi;0;1;A;0;1;A;8;6;4;3;20;21;4;6;4;2;0;0;1.May;Nis.33;6;1.May;4.Nis;Haz.25;Oca.48;4.Mar;5.Tem;1.May;Nis.55;Haz.16;Oca.44;4.Nis;6.May;1.May;4.Nis;6;36;Oca.53;Oca.49;4.Haz;Nis.39;6.May;May.98;34;Oca.65;1.Haz;Þub.45;Þub.28;22;-1;Oca.85;Oca.82;2.Eyl;2.Oca;1.May;Nis.17;Tem.54
B1;20.01.2019;KAA Gent;RSC Anderlecht;1;0;H;0;0;D;12;8;5;4;21;16;6;6;2;4;0;1;2.May;3.May;3.Nis;2.May;3.Haz;3.May;2;3.Haz;Mar.35;2.May;Mar.82;Mar.46;2.May;3.Haz;3.Mar;2.Oca;3.Haz;3.Mar;36;2.Ara;2.Nis;Mar.82;Mar.64;3.May;Mar.37;35;Oca.75;Oca.69;Þub.29;Þub.14;20;-0.5;Þub.13;2.Nis;Oca.85;Oca.78;2.Haz;Mar.71;3.Haz
B1;20.01.2019;Royal Excel Mouscron;KV Oostende;2;1;H;1;1;D;15;10;5;5;16;19;7;3;4;1;0;0;2;3.May;3.Haz;2.Oca;3.May;3.May;2.May;3.Nis;Mar.35;Þub.13;Mar.58;Mar.47;2.May;3.Nis;3.Nis;2.May;3.May;3.May;35;Þub.15;2.Eyl;Mar.58;Mar.45;3.Haz;3.Nis;33;Oca.92;Oca.85;Oca.99;Oca.93;18;-0.25;Oca.87;Oca.81;2.Ara;2.Nis;Þub.13;Mar.58;Mar.53
B1;25.01.2019;Royal Antwerp FC;Standard de Liège;1;1;D;0;0;D;8;12;4;3;16;23;1;3;4;3;1;0;2.Tem;Mar.25;2.Haz;2.Tem;3.Mar;2.Tem;Þub.65;3.Þub;Þub.55;Þub.71;Mar.34;Þub.76;2.Haz;Mar.25;Þub.62;Þub.63;3.Nis;2.Haz;37;Þub.79;Þub.68;3.Nis;Mar.28;Þub.77;Þub.63;35;Oca.98;Oca.93;Oca.93;Oca.86;21;0;Oca.99;Oca.92;Oca.99;1.Eyl;Þub.73;3.Þub;Þub.84
B1;26.01.2019;KSV Cercle Brugge;Sint-Truidense VV;1;2;A;1;1;D;6;8;2;7;19;17;5;7;4;1;0;0;2.May;3.Haz;2.Haz;2.Haz;3.Haz;2.Haz;Þub.55;3.Nis;Þub.55;Þub.59;Mar.64;Þub.66;Þub.45;3.May;Þub.62;Þub.55;3.May;Þub.63;35;2.Tem;Þub.55;Mar.64;Mar.48;Þub.75;Þub.61;34;Oca.81;Oca.74;Þub.14;2.Haz;20;-0.25;2.Mar;2.Þub;Oca.74;Oca.68;Þub.27;Mar.73;3.Eyl
B1;26.01.2019;Sporting de Charleroi;Waasland-Beveren;2;2;D;1;2;A;19;5;10;2;14;20;9;0;2;4;1;0;Oca.36;Nis.75;8;Oca.42;5;7;Oca.36;Nis.65;7.Haz;Oca.37;5.Aðu;8.Kas;Oca.35;4.Aðu;8;Oca.36;4.Aðu;8.May;35;Oca.42;Oca.38;5.Oca;Nis.77;8.May;Tem.71;34;1.Aðu;Oca.75;Þub.19;2.May;22;-1.5;Þub.25;Þub.13;1.Aðu;Oca.72;Oca.56;4.Mar;Haz.74
B1;26.01.2019;KRC Genk;Royal Excel Mouscron;1;2;A;0;1;A;8;9;2;3;11;22;12;3;1;6;0;0;Oca.14;8;15;Oca.18;7.May;14.May;1.Þub;6.May;12;Oca.18;Tem.17;15.21;Oca.17;7;15;Oca.17;7.May;15;35;Oca.23;Oca.18;8;7.Kas;16;13.94;34;Oca.41;Oca.38;3;Þub.92;23;-2;Oca.96;Oca.89;2.Þub;Oca.93;1.Þub;Tem.33;13.48
B1;26.01.2019;Sporting Lokeren;SV Zulte-Waregem;0;3;A;0;2;A;6;8;4;6;17;18;1;3;3;3;0;0;2.Aðu;3.Haz;2.Mar;Þub.95;3.Haz;2.Mar;Þub.95;3.Nis;Þub.25;3;3.May;Þub.39;2.Eyl;3.Nis;2.Mar;2.Eyl;3.Haz;2.Mar;35;Mar.15;Þub.93;3.Haz;Mar.46;Þub.39;2.Mar;33;Oca.79;Oca.73;Þub.19;2.Tem;20;0.25;Oca.88;Oca.82;2.Tem;2;Þub.98;Mar.64;Þub.37
B1;27.01.2019;RSC Anderlecht;KAS Eupen;2;1;H;0;1;A;16;3;10;2;19;12;4;5;1;1;0;0;Oca.44;4.May;6.May;Oca.45;Nis.75;Haz.75;Oca.45;Nis.35;6.Þub;Oca.48;Nis.53;Haz.62;Oca.44;Nis.33;7;Oca.45;4.May;6.May;35;Oca.52;Oca.46;Nis.75;4.Nis;7;Haz.42;32;Oca.71;Oca.67;Þub.26;Þub.16;21;-1;Oca.83;Oca.78;Þub.15;2.Haz;Oca.63;Mar.86;6.Oca
B1;27.01.2019;KV Kortrijk;KAA Gent;1;2;A;1;1;D;9;10;5;5;18;19;11;2;3;2;0;0;3;Mar.75;Þub.15;2.Eyl;3.Tem;2.Mar;Þub.85;Mar.55;Þub.25;2.Eyl;Mar.85;Þub.31;Þub.88;3.Tem;2.Þub;3;3.Tem;2.Þub;35;Mar.15;Þub.89;Mar.85;Mar.65;Þub.33;Þub.25;32;Oca.66;Oca.61;Þub.34;Þub.27;20;0.25;Oca.93;Oca.85;2.Eyl;Oca.97;Þub.63;Mar.67;Þub.64
B1;27.01.2019;KV Oostende;Club Brugge KV;1;2;A;1;0;H;4;14;2;6;22;24;3;7;3;5;0;1;6;Nis.33;1.May;6;Nis.25;Oca.55;5.May;4.Þub;1.May;May.86;Nis.44;Oca.54;6;4.Þub;1.May;6;Nis.33;1.May;35;Haz.25;May.74;4.Haz;Nis.27;Oca.56;Oca.52;32;Oca.66;Oca.63;Þub.41;Þub.23;23;1;2.May;Oca.95;Oca.94;Oca.87;Haz.33;Nis.53;Oca.51
B1;1.02.2019;Royal Excel Mouscron;Sporting de Charleroi;3;0;H;1;0;H;12;7;7;5;19;17;6;2;1;2;0;0;2.May;3.Mar;Þub.75;Þub.65;3.Nis;Þub.75;2.May;Mar.15;2.Tem;Þub.56;Mar.33;Þub.94;Þub.45;3.Þub;Þub.88;2.May;3.Mar;2.Aðu;31;2.Tem;Þub.54;3.Nis;Mar.23;Þub.94;Þub.78;33;2.Kas;2.Oca;Oca.83;Oca.77;20;0;1.Eyl;Oca.82;2.Eyl;2;Þub.55;Mar.47;Þub.85
B1;2.02.2019;KV Kortrijk;Sporting Lokeren;2;1;H;1;0;H;11;5;5;3;21;19;10;4;2;1;0;0;Oca.57;4.Þub;May.25;Oca.65;4.Oca;May.25;1.Haz;4.May;Nis.95;Oca.62;Nis.18;May.28;1.Haz;4;May.25;1.Haz;4.Oca;May.25;33;Oca.65;Oca.61;Nis.25;4.Eyl;5.Mar;5.Tem;30;1.Tem;Oca.66;Þub.25;Þub.17;22;-1;2.Kas;2.Nis;Oca.85;Oca.79;Oca.83;3.Haz;4.Aðu
B1;2.02.2019;KV Oostende;Royal Antwerp FC;0;2;A;0;1;A;8;18;4;7;16;22;5;5;3;4;0;0;3.Aðu;3.Haz;1.Eyl;3.Eyl;3.Tem;Oca.95;Mar.75;3.May;1.Eyl;Mar.83;Mar.72;Oca.96;3.Tem;3.Haz;Oca.91;3.Aðu;3.Haz;Oca.93;34;Mar.91;Mar.74;Mar.75;Mar.57;Oca.98;Oca.93;31;Oca.96;Oca.87;Oca.95;Oca.91;19;0.25;Þub.28;Þub.18;Oca.72;Oca.68;Mar.49;Mar.48;Þub.19
B1;2.02.2019;Waasland-Beveren;KRC Genk;1;2;A;1;0;H;8;18;5;9;17;13;2;11;4;1;0;0;10;6;Oca.25;10;6;1.Mar;8.Nis;5.Nis;Oca.28;Eyl.23;May.67;1.Mar;10;5.May;Oca.27;10;May.75;Oca.29;33;10.May;Eyl.21;6;May.57;Oca.33;Oca.29;30;1.May;Oca.45;Þub.75;Þub.66;22;1.May;2.Kas;2;Oca.87;Oca.81;Eyl.64;May.86;1.Mar
B1;2.02.2019;SV Zulte-Waregem;KSV Cercle Brugge;3;2;H;2;1;H;7;15;5;10;11;20;4;4;0;4;0;1;1.Aðu;4;3.Aðu;Oca.78;4.Oca;Nis.25;Oca.75;3.Eyl;Mar.95;Oca.79;Nis.15;Nis.13;Oca.75;4;4;Oca.75;4;4.Oca;34;Oca.85;Oca.77;Nis.15;Mar.97;Nis.25;4.Þub;31;Oca.57;Oca.54;Þub.55;Þub.42;20;-1;Þub.43;Þub.35;Oca.65;Oca.59;Oca.68;Nis.52;Nis.54
B1;3.02.2019;Club Brugge KV;KAA Gent;1;1;D;0;1;A;14;8;9;4;19;21;10;9;3;5;1;1;Oca.75;Mar.75;4.May;Oca.75;4;4.May;Oca.73;Mar.85;4.Oca;Oca.74;Nis.17;Nis.38;1.Tem;4;Nis.33;Oca.73;4;Nis.33;33;Oca.82;Oca.74;Nis.17;Mar.95;4.May;Nis.27;31;1.Haz;Oca.57;Þub.45;Þub.35;20;-1;Þub.37;Þub.28;Oca.66;Oca.62;Oca.79;Mar.93;Nis.53
B1;3.02.2019;Sint-Truidense VV;KAS Eupen;4;1;H;2;1;H;14;9;5;3;12;20;4;9;2;3;0;0;2;3.Haz;3.May;2.May;3.Haz;3.Tem;Oca.97;3.May;Mar.45;2.Nis;Mar.69;Mar.59;2;3.May;3.May;2;3.Haz;3.May;33;2.Aðu;2.Oca;3.Tem;Mar.57;3.Tem;Mar.51;31;Oca.82;Oca.76;2.Oca;2.Þub;19;-0.5;2.May;Oca.99;Oca.88;Oca.83;Oca.99;Mar.77;Mar.77
B1;3.02.2019;Standard de Liège;RSC Anderlecht;2;1;H;1;1;D;13;6;8;5;21;21;1;2;4;2;0;0;1.Eyl;3.Aðu;Mar.75;Oca.95;3.Tem;3.Eyl;Oca.93;3.May;3.Haz;Oca.99;Mar.56;Mar.92;Oca.95;3.Nis;Mar.75;Oca.95;3.Haz;3.Tem;33;2.Mar;Oca.95;3.Aðu;Mar.54;4;Mar.72;31;Oca.85;Oca.78;2.Aðu;2.Oca;19;-0.5;2.Nis;Oca.95;Oca.95;Oca.86;2.Mar;Mar.44;Mar.26
B1;8.02.2019;KRC Genk;Standard de Liège;2;0;H;0;0;D;18;9;11;1;13;12;5;3;1;3;0;0;Oca.57;4.Þub;May.25;Oca.65;4.Þub;5;1.Haz;4.Oca;Nis.85;Oca.65;Nis.19;May.19;1.Haz;4.Þub;5;Oca.62;4.Mar;4.Aðu;35;Oca.67;Oca.61;Nis.35;Nis.17;5.May;5.Þub;32;1.Haz;Oca.55;Þub.55;Þub.41;23;-1;2.Kas;2.Mar;Oca.87;Oca.79;Oca.63;Nis.32;May.26
B1;9.02.2019;Sporting de Charleroi;KV Oostende;1;1;D;0;0;D;20;7;7;4;15;24;10;1;1;4;0;0;Oca.65;Nis.33;4.May;Oca.67;4;5;Oca.67;3.Aðu;Nis.65;Oca.74;Mar.97;Nis.64;Oca.67;3.Aðu;4.Aðu;Oca.67;3.Eyl;5;34;Oca.77;Oca.69;Nis.33;Mar.88;5;Nis.66;32;Oca.85;Oca.79;2.May;2;21;-1;Þub.33;Þub.22;1.Tem;Oca.66;Oca.72;Mar.94;Nis.98
B1;9.02.2019;KAS Eupen;KV Kortrijk;0;1;A;0;1;A;7;7;2;4;10;17;6;7;1;1;0;0;2.Nis;3.May;2.Aðu;Þub.45;3.Mar;Þub.95;Þub.35;3.Mar;2.Aðu;Þub.45;Mar.55;Þub.88;2.Nis;3.Mar;Þub.88;Þub.45;3.Nis;2.Aðu;35;Þub.51;Þub.42;Mar.55;Mar.37;Þub.95;Þub.84;33;Oca.86;1.Aðu;2.May;Oca.98;20;0;Oca.83;Oca.77;2.Ara;2.Haz;Þub.31;Mar.43;Mar.26
B1;9.02.2019;Sporting Lokeren;Royal Antwerp FC;2;1;H;1;0;H;10;14;7;8;12;21;3;7;3;0;0;0;4.May;Mar.75;Oca.72;4.Haz;3.Eyl;Oca.75;4.Nis;3.Tem;Oca.73;Nis.52;3.Eyl;Oca.77;4.May;Mar.75;Oca.73;4.May;Mar.75;Oca.75;33;4.Haz;Nis.47;4;Mar.78;Oca.78;Oca.74;31;1.Eyl;Oca.84;2.Nis;Oca.95;18;0.75;1.Eyl;Oca.85;2.Nis;Oca.97;May.15;Nis.23;Oca.65
B1;9.02.2019;Sint-Truidense VV;Waasland-Beveren;2;1;H;1;1;D;13;4;6;3;17;14;7;5;0;2;0;0;Oca.55;4;May.75;Oca.65;4;May.25;Oca.63;Mar.85;4.Eyl;Oca.63;Nis.31;5.Mar;Oca.57;4.Þub;May.25;1.Haz;4;5.Nis;34;Oca.66;Oca.62;Nis.31;4.Mar;May.75;5.Oca;32;Oca.85;Oca.77;2.Kas;2.Mar;22;-1;Þub.16;2.Aðu;1.Aðu;Oca.75;Oca.53;4.Tem;May.73
B1;10.02.2019;RSC Anderlecht;SV Zulte-Waregem;0;0;D;0;0;D;9;6;4;3;14;21;6;6;1;2;0;0;1.Haz;4.Þub;May.25;Oca.65;4.Þub;Nis.75;Oca.63;4;Nis.55;Oca.67;4.Þub;Nis.84;Oca.62;4;5;Oca.62;4.Þub;5;34;1.Tem;Oca.64;Nis.25;4.Haz;May.25;Nis.74;32;1.Haz;Oca.55;2.May;2.Nis;20;-1;Þub.16;2.Eyl;1.Aðu;Oca.74;Oca.56;4.May;May.64
B1;10.02.2019;KSV Cercle Brugge;Club Brugge KV;2;2;D;1;2;A;3;12;2;7;21;17;2;10;4;4;1;0;May.75;Nis.75;Oca.45;May.75;4.May;Oca.53;5.May;4.Nis;1.May;May.53;Nis.77;Oca.52;5.Aðu;4.Haz;Oca.47;6;4.Nis;1.May;34;6;May.64;Nis.85;Nis.53;Oca.54;1.May;32;1.Haz;Oca.55;Þub.51;Þub.38;22;1;2.Haz;2.Oca;Oca.86;Oca.81;May.87;May.54;Oca.45
B1;10.02.2019;KAA Gent;Royal Excel Mouscron;1;2;A;0;1;A;11;12;10;5;15;25;9;4;0;5;0;1;1.May;Nis.33;6;Oca.57;4;6;Oca.57;3.Eyl;5.Mar;Oca.61;Mar.75;Haz.36;Oca.55;3.Eyl;6;1.Haz;4.Oca;May.25;34;Oca.63;Oca.57;Nis.33;Mar.93;6.May;May.78;33;Oca.77;Oca.72;Þub.25;2.Eyl;21;-1;2.Eyl;2.Oca;Oca.89;Oca.81;Oca.46;Nis.58;7.Nis
B1;15.02.2019;Standard de Liège;Sporting Lokeren;3;1;H;2;0;H;14;13;13;9;10;8;9;5;0;0;0;0;Oca.36;5;7.May;Oca.34;May.25;9.May;Oca.33;4.Eyl;7.Eyl;Oca.32;May.34;Eki.41;1.Mar;5;9.May;Oca.33;5.Þub;8.May;32;Oca.38;Oca.32;5.Tem;May.17;11;Aðu.94;29;Oca.62;Oca.57;2.May;Þub.34;19;-1.5;2.Nis;Oca.95;Oca.92;Oca.85;Oca.34;5;10.Nis
B1;16.02.2019;KV Kortrijk;Sporting de Charleroi;1;2;A;0;0;D;9;8;5;7;20;17;7;1;6;2;0;0;2.Þub;3.Mar;Mar.25;Þub.25;3.Mar;3.Mar;Þub.15;3.Mar;Mar.15;Þub.21;Mar.55;3.Mar;Þub.15;3.Nis;3.Þub;2.Þub;3.Nis;3.Þub;31;Þub.25;2.Þub;Mar.55;Mar.37;Mar.33;3.Þub;29;Oca.96;Oca.88;Oca.95;Oca.88;15;-0.25;Oca.96;1.Eyl;Oca.97;Oca.91;Þub.38;Mar.53;3.May
B1;16.02.2019;KV Oostende;KAS Eupen;1;1;D;1;0;H;12;9;7;4;27;18;4;5;2;2;0;1;2.Mar;3.Nis;3;2.Nis;3.Mar;3;2.Mar;Mar.35;2.Eyl;Þub.39;Mar.49;3.Þub;2.Mar;3.Nis;2.Eyl;Þub.38;3.Nis;Þub.88;31;2.Nis;Þub.34;Mar.51;Mar.37;3.Þub;Þub.92;29;Oca.94;Oca.86;2;Oca.91;15;-0.25;2.Ara;2.Mar;Oca.85;Oca.79;Þub.57;Mar.43;Þub.86
